,userId,movieId,rating,timestamp
7811,50,50,5.0,2009-12-29 06:51:31
7809,50,32,5.0,2009-12-29 06:54:37
7633,47,1199,5.0,1999-10-01 16:53:20
2145,21,799,5.0,1998-07-17 18:37:04
2149,21,1130,5.0,1998-07-17 18:38:24
7678,48,34,5.0,1996-08-24 19:27:10
2150,21,1214,5.0,1998-07-17 18:34:53
7681,48,110,5.0,1996-08-24 19:26:11
7682,48,150,5.0,1996-08-24 19:23:44
2152,21,1258,5.0,1998-07-17 18:34:53
2153,21,1278,5.0,1998-07-17 18:34:53
7686,48,162,5.0,1996-08-24 19:44:21
6410,35,74791,5.0,2015-07-25 11:43:10
7691,48,194,5.0,1996-08-24 19:41:13
7693,48,198,5.0,1996-08-24 19:39:00
7694,48,203,5.0,1996-08-24 19:36:01
1238,11,1356,5.0,1996-12-08 20:48:12
2156,21,1327,5.0,1998-07-17 18:39:32
1236,11,788,5.0,1996-12-08 20:46:31
7697,48,216,5.0,1996-08-24 19:38:02
7698,48,223,5.0,1996-08-24 19:33:27
1233,11,780,5.0,1996-12-08 20:44:36
7700,48,230,5.0,1996-08-24 19:36:01
7675,48,24,5.0,1996-08-24 19:42:04
7671,48,16,5.0,1996-08-24 19:34:47
2161,21,1345,5.0,1998-07-17 18:37:04
7670,48,14,5.0,1996-08-24 19:40:57
7640,47,1394,5.0,1999-10-01 16:50:46
7643,47,1721,5.0,1999-10-01 16:53:20
1281,13,589,5.0,2001-07-24 01:41:35
6440,35,89896,5.0,2015-07-25 12:06:25
7650,47,2186,5.0,1999-10-01 17:07:11
7652,47,2351,5.0,1999-10-01 16:51:35
7657,47,2571,5.0,1999-10-01 16:56:41
7658,47,2575,5.0,1999-10-01 16:55:44
1271,13,356,5.0,2001-07-24 01:36:51
1270,13,318,5.0,2001-07-24 01:39:48
7661,47,2726,5.0,1999-10-01 17:07:11
7662,47,2731,5.0,1999-10-01 16:50:46
1266,13,110,5.0,2001-07-24 01:41:21
2136,20,188773,5.0,2019-03-21 12:03:50
7666,48,3,5.0,1996-08-24 19:41:49
1262,13,6,5.0,2001-07-24 01:46:13
2139,20,192803,5.0,2019-03-21 12:13:08
6425,35,81704,5.0,2015-07-25 12:11:30
1258,12,2858,5.0,2012-01-22 20:56:25
7703,48,235,5.0,1996-08-24 19:31:40
1226,11,86,5.0,1996-12-08 20:48:42
7807,49,593,5.0,1996-08-19 15:11:28
7749,48,480,5.0,1996-08-24 19:26:11
7756,48,529,5.0,1996-08-24 19:38:02
7757,48,533,5.0,1996-08-24 19:41:30
7758,48,535,5.0,1996-08-24 19:42:19
2198,22,4973,5.0,2020-01-19 14:10:50
7766,48,593,5.0,1996-08-24 19:24:54
7769,48,610,5.0,1996-08-24 19:37:37
7770,48,733,5.0,1996-08-24 19:36:34
7771,48,780,5.0,1996-08-24 19:36:01
6360,35,48780,5.0,2015-07-19 15:49:00
7776,49,110,5.0,1996-08-19 15:12:42
7777,49,150,5.0,1996-08-19 15:10:25
6356,35,48165,5.0,2015-07-25 11:55:31
7786,49,296,5.0,1996-08-19 15:10:25
7792,49,356,5.0,1996-08-19 15:12:42
7793,49,364,5.0,1996-08-19 15:13:08
6331,35,8914,5.0,2015-07-26 04:28:04
7799,49,454,5.0,1996-08-19 15:12:42
7801,49,480,5.0,1996-08-19 15:12:42
6323,35,8014,5.0,2015-07-25 11:34:24
6361,35,48997,5.0,2015-07-25 11:41:37
7746,48,457,5.0,1996-08-24 19:24:54
6400,35,71304,5.0,2015-07-25 12:16:28
2187,22,1148,5.0,2022-11-19 23:04:34
2163,21,1350,5.0,1998-07-17 18:37:04
7710,48,288,5.0,1996-08-24 19:26:11
7711,48,292,5.0,1996-08-24 19:25:19
7712,48,293,5.0,1996-08-24 19:31:40
2164,21,1387,5.0,1998-07-17 18:34:53
7714,48,300,5.0,1996-08-24 19:26:34
7715,48,315,5.0,1996-08-24 19:29:37
7716,48,316,5.0,1996-08-24 19:24:54
7717,48,318,5.0,1996-08-24 19:25:19
7725,48,353,5.0,1996-08-24 19:32:30
2172,21,1991,5.0,1998-07-17 18:38:24
2175,21,1994,5.0,1998-07-17 18:37:43
2176,21,1995,5.0,1998-07-17 18:41:00
6381,35,57669,5.0,2015-07-25 12:11:07
2178,21,1997,5.0,1998-07-17 18:34:53
6380,35,56782,5.0,2015-07-25 11:50:49
7738,48,426,5.0,1996-08-24 19:42:38
2181,22,318,5.0,2019-10-27 22:17:52
2184,22,745,5.0,2022-11-19 23:04:50
8070,53,40815,5.0,2017-02-15 17:08:22
8072,53,54286,5.0,2017-02-15 17:04:03
8073,53,58559,5.0,2017-02-15 17:05:22
8339,59,36,5.0,2002-08-26 18:59:14
6003,34,4993,5.0,2007-11-10 22:38:18
8364,59,541,5.0,2002-08-26 17:36:48
8375,59,898,5.0,2002-08-26 17:40:30
7017,40,908,5.0,1999-10-15 20:40:57
8382,59,912,5.0,2002-08-26 18:38:54
8386,59,923,5.0,2002-08-26 17:35:02
2540,28,11,5.0,2003-05-05 12:23:25
2552,28,32,5.0,2000-06-20 12:24:27
2553,28,34,5.0,2000-06-19 15:08:47
5920,33,71462,5.0,2010-03-16 04:34:25
2562,28,50,5.0,2000-06-22 10:48:34
5917,33,69481,5.0,2009-11-05 09:50:32
8413,59,1094,5.0,2002-08-26 17:57:27
5910,33,67997,5.0,2009-07-31 09:54:13
5906,33,64839,5.0,2009-02-23 21:07:18
2577,28,94,5.0,2000-06-20 13:10:21
2582,28,110,5.0,2000-06-20 11:47:55
2583,28,111,5.0,2000-06-20 12:57:19
5896,33,60069,5.0,2009-07-01 22:50:16
6010,34,5952,5.0,2007-11-10 22:38:28
6021,34,7153,5.0,2007-11-10 22:38:23
5890,33,56782,5.0,2009-11-17 01:26:44
8331,58,228099,5.0,2023-01-06 20:37:46
2453,26,2858,5.0,2020-03-12 21:19:24
2454,26,2959,5.0,2020-03-12 21:18:54
2455,26,3147,5.0,2020-03-12 21:21:47
8302,58,1210,5.0,2023-01-01 02:24:24
6073,35,466,5.0,2015-07-25 12:10:58
2462,26,48516,5.0,2020-03-12 21:21:24
2463,26,49530,5.0,2020-03-12 21:21:58
8310,58,4701,5.0,2023-01-01 02:23:46
2464,26,58559,5.0,2020-03-12 21:21:49
2469,26,208703,5.0,2020-03-12 21:19:35
6063,35,296,5.0,2015-07-19 15:30:39
6059,35,235,5.0,2015-07-19 15:28:37
8318,58,55820,5.0,2023-01-01 02:41:26
6052,35,111,5.0,2015-07-19 15:34:46
6048,35,32,5.0,2015-07-19 15:31:23
8323,58,68954,5.0,2023-01-01 02:25:33
6047,35,25,5.0,2015-07-19 15:35:44
8325,58,96079,5.0,2023-01-01 02:18:58
2483,27,4993,5.0,2016-12-06 13:32:01
5892,33,58559,5.0,2008-11-10 22:01:21
2595,28,151,5.0,2000-06-20 11:48:45
8074,53,59315,5.0,2017-02-15 17:03:58
2662,28,296,5.0,2000-06-20 12:58:13
5814,33,5952,5.0,2008-11-10 22:09:47
2670,28,318,5.0,2000-06-20 12:56:53
2672,28,322,5.0,2000-06-20 13:16:31
5799,33,4993,5.0,2008-11-10 22:09:24
5796,33,4878,5.0,2008-11-10 22:14:12
5792,33,4298,5.0,2009-10-27 00:57:39
2689,28,353,5.0,2000-06-20 12:16:57
2691,28,356,5.0,2000-06-19 15:16:49
5787,33,3949,5.0,2008-11-10 22:13:59
5774,33,3147,5.0,2008-11-10 22:12:04
5773,33,3114,5.0,2008-11-10 22:10:39
5769,33,2997,5.0,2009-08-18 21:05:53
5767,33,2959,5.0,2008-11-10 22:05:58
5766,33,2858,5.0,2008-11-10 22:08:21
2713,28,417,5.0,2000-06-19 15:12:53
8668,59,3996,5.0,2002-08-26 17:38:34
5760,33,2700,5.0,2008-11-10 22:12:02
8674,59,4022,5.0,2002-08-26 18:09:12
5757,33,2571,5.0,2008-11-10 22:08:19
8559,59,2657,5.0,2002-08-26 18:11:25
8557,59,2633,5.0,2002-08-26 18:18:31
5878,33,52929,5.0,2009-11-05 09:48:29
2661,28,293,5.0,2000-06-20 13:03:31
5872,33,48780,5.0,2009-10-27 01:09:21
5867,33,48385,5.0,2008-11-10 22:40:55
5864,33,46347,5.0,2008-11-10 22:45:41
5862,33,44555,5.0,2010-04-15 22:50:41
5857,33,33794,5.0,2008-11-10 22:13:06
5855,33,32587,5.0,2008-11-10 22:05:36
5854,33,31410,5.0,2009-07-01 22:25:30
5851,33,27773,5.0,2008-11-10 22:20:37
5850,33,26152,5.0,2008-11-10 22:18:08
2631,28,223,5.0,2000-06-19 14:43:36
5830,33,7153,5.0,2008-11-10 22:10:32
8520,59,2010,5.0,2002-08-26 18:50:19
5827,33,7022,5.0,2008-11-10 22:17:48
2648,28,260,5.0,2000-06-20 12:24:27
5825,33,6874,5.0,2008-11-10 22:06:03
2651,28,266,5.0,2000-06-20 11:49:55
8537,59,2248,5.0,2002-08-26 17:32:56
5818,33,6016,5.0,2008-11-10 22:16:26
2659,28,290,5.0,2000-06-20 13:01:03
8297,57,1391,5.0,1997-01-06 18:13:23
2452,26,2571,5.0,2020-03-12 21:19:19
2449,26,1704,5.0,2020-03-12 21:21:27
8098,54,25,5.0,1997-05-29 10:13:39
8100,54,36,5.0,1997-05-29 10:13:06
8104,54,164,5.0,1997-05-29 10:09:39
8105,54,218,5.0,1997-05-30 06:56:39
8106,54,260,5.0,1997-05-29 10:08:00
8107,54,296,5.0,1997-05-29 10:08:43
6188,35,2788,5.0,2015-07-19 16:52:58
8110,54,494,5.0,1997-05-29 10:14:10
8111,54,608,5.0,1997-05-29 10:08:22
8112,54,647,5.0,1997-05-29 10:08:00
8114,54,733,5.0,1997-05-29 10:08:00
8118,54,800,5.0,1997-05-29 10:12:15
6184,35,2712,5.0,2015-07-19 15:42:02
8120,54,832,5.0,1997-05-29 10:08:00
8121,54,858,5.0,1997-05-29 10:12:15
8122,54,908,5.0,1997-05-29 10:11:21
8124,54,1041,5.0,1997-05-29 10:13:06
8125,54,1047,5.0,1997-05-29 10:13:39
8126,54,1061,5.0,1997-05-29 10:13:39
8127,54,1120,5.0,1997-05-29 10:42:34
8099,54,32,5.0,1997-05-20 08:36:50
6191,35,2843,5.0,2015-07-25 12:23:13
2448,26,1617,5.0,2020-03-12 21:22:02
6192,35,2858,5.0,2015-07-19 15:31:21
8075,53,68358,5.0,2017-02-15 17:07:49
8076,53,69844,5.0,2017-02-15 17:07:47
8077,53,73017,5.0,2017-02-15 17:08:19
8078,53,79132,5.0,2017-02-15 17:04:23
8079,53,81834,5.0,2017-02-15 17:07:53
8080,53,87232,5.0,2017-02-15 17:08:10
8081,53,88125,5.0,2017-02-15 17:05:13
8082,53,91529,5.0,2017-02-15 17:05:20
8084,53,102445,5.0,2017-02-15 17:08:24
8085,53,106782,5.0,2017-02-15 17:08:11
8086,53,110102,5.0,2017-02-15 17:08:21
8087,53,111759,5.0,2017-02-15 17:03:58
8088,53,112852,5.0,2017-02-15 17:04:14
8089,53,122886,5.0,2017-02-15 17:04:13
8090,53,122904,5.0,2017-02-15 17:03:59
8091,53,122920,5.0,2017-02-15 17:08:25
8092,53,122922,5.0,2017-02-15 17:09:00
8093,53,134130,5.0,2017-02-15 17:04:50
6194,35,2959,5.0,2015-07-19 15:31:50
8132,54,1357,5.0,1997-05-29 10:12:15
8133,54,1358,5.0,1997-05-29 10:12:15
8134,54,1393,5.0,1997-05-29 10:05:19
8138,54,1487,5.0,1997-05-29 10:43:14
6095,35,1136,5.0,2015-07-19 15:33:28
6091,35,1080,5.0,2015-07-19 16:51:23
6090,35,924,5.0,2015-07-19 15:34:48
6086,35,778,5.0,2015-07-21 11:47:07
6084,35,741,5.0,2015-07-25 17:25:45
2437,26,47,5.0,2020-03-12 21:21:13
2438,26,50,5.0,2020-03-12 21:18:53
2439,26,296,5.0,2020-03-12 21:21:04
8247,56,5995,5.0,2004-04-17 00:01:08
8248,56,6159,5.0,2004-04-17 00:06:38
2440,26,318,5.0,2020-03-12 21:18:46
8253,56,6299,5.0,2004-04-17 00:06:26
8255,56,6711,5.0,2004-04-17 00:05:07
2442,26,593,5.0,2020-03-12 21:19:04
2443,26,858,5.0,2020-03-12 21:18:48
6081,35,608,5.0,2015-07-19 15:31:44
2446,26,1213,5.0,2020-03-12 21:19:06
6079,35,593,5.0,2015-07-19 15:22:11
8280,57,661,5.0,1997-01-06 18:09:30
6096,35,1173,5.0,2015-07-19 16:38:02
6098,35,1186,5.0,2015-07-21 11:47:51
6107,35,1206,5.0,2015-07-19 15:35:08
8159,55,4085,5.0,2010-10-22 03:53:10
8140,55,22,5.0,2010-10-22 03:52:54
8143,55,246,5.0,2010-10-22 03:52:52
8149,55,1242,5.0,2010-10-22 03:52:13
8151,55,1597,5.0,2010-10-22 03:52:41
6165,35,2022,5.0,2015-07-21 11:47:48
6160,35,1924,5.0,2015-07-25 12:41:13
6158,35,1921,5.0,2015-07-19 16:31:46
6151,35,1732,5.0,2015-07-21 11:47:05
6148,35,1673,5.0,2015-07-19 15:30:10
6108,35,1208,5.0,2015-07-19 15:35:38
8180,56,501,5.0,2004-04-17 00:04:29
8193,56,1230,5.0,2004-04-17 00:04:52
6128,35,1279,5.0,2015-07-25 12:34:42
6124,35,1258,5.0,2015-07-19 16:52:15
6120,35,1243,5.0,2015-07-25 11:01:49
6119,35,1241,5.0,2015-07-25 12:09:08
8209,56,1719,5.0,2004-04-16 23:52:16
6114,35,1225,5.0,2015-07-19 15:37:45
7635,47,1252,5.0,1999-10-01 17:06:30
7632,47,1189,5.0,1999-10-01 17:03:42
2720,28,431,5.0,2000-06-20 13:18:56
7189,43,32,5.0,1996-06-09 09:15:29
1795,17,4226,5.0,2002-07-21 23:27:55
7191,43,39,5.0,1996-06-09 09:15:58
7192,43,47,5.0,1996-06-09 09:14:52
7193,43,50,5.0,1996-06-09 09:15:29
1796,17,4239,5.0,2002-07-21 23:52:34
6916,38,2571,5.0,2021-01-29 13:37:54
6915,38,1252,5.0,2021-01-29 13:48:51
1799,17,4874,5.0,2002-07-21 23:52:25
7197,43,150,5.0,1996-06-09 09:12:12
7202,43,162,5.0,1996-06-09 09:35:22
7214,43,206,5.0,1996-06-09 09:42:37
7222,43,246,5.0,1996-06-09 09:19:32
6910,38,318,5.0,2021-01-29 13:02:58
6906,37,4995,5.0,2002-01-10 11:37:00
7234,43,296,5.0,1996-06-09 09:12:12
6905,37,4993,5.0,2001-12-30 13:24:13
7239,43,318,5.0,1996-06-09 09:13:11
1805,17,4993,5.0,2002-07-21 23:42:00
1806,17,4995,5.0,2002-07-21 23:28:23
7190,43,34,5.0,1996-06-09 09:14:52
6917,38,2959,5.0,2021-01-29 13:47:20
6903,37,4973,5.0,2001-12-30 11:55:37
1793,17,4034,5.0,2002-07-21 23:28:23
7159,42,1221,5.0,1997-02-11 05:50:14
6927,38,91529,5.0,2021-01-29 13:46:49
6925,38,79132,5.0,2021-01-29 13:34:30
1783,17,3275,5.0,2002-07-21 23:28:23
7164,42,1250,5.0,1997-02-11 06:16:14
6924,38,74458,5.0,2021-01-29 13:43:09
7168,42,1272,5.0,1997-02-11 05:47:53
7170,42,1291,5.0,1997-02-11 06:13:50
6923,38,59315,5.0,2021-01-29 13:39:28
6918,38,4226,5.0,2021-01-29 13:35:17
7173,42,1371,5.0,1997-02-11 06:13:07
1790,17,3994,5.0,2002-07-21 23:52:44
1791,17,3996,5.0,2002-07-21 23:40:50
7176,42,1375,5.0,1997-02-11 06:15:28
7177,42,1376,5.0,1997-02-11 06:13:50
1792,17,4022,5.0,2002-07-21 23:28:51
7179,42,5060,5.0,1997-02-11 06:16:44
7180,43,1,5.0,1996-06-09 09:14:09
7183,43,17,5.0,1996-06-09 09:17:32
7273,43,457,5.0,1996-06-09 09:14:25
1809,17,5074,5.0,2002-07-21 23:29:18
1780,17,2918,5.0,2002-07-21 23:43:56
1827,18,318,5.0,2009-09-02 17:22:21
1829,18,364,5.0,2009-09-03 14:25:51
6861,37,3948,5.0,2001-06-16 18:33:29
7348,44,4148,5.0,2016-02-02 14:16:53
7350,44,4299,5.0,2016-02-02 14:20:58
1833,18,588,5.0,2009-09-02 17:01:46
6850,37,3527,5.0,2001-06-16 18:44:39
1836,18,593,5.0,2009-09-02 17:23:54
1838,18,778,5.0,2009-09-03 14:21:13
1839,18,902,5.0,2009-09-02 16:52:08
1840,18,910,5.0,2009-09-02 17:26:08
1841,18,1035,5.0,2009-09-02 17:26:55
7362,44,4720,5.0,2016-02-02 13:43:42
1843,18,1073,5.0,2009-09-03 14:26:38
1845,18,1172,5.0,2009-09-03 16:44:09
1846,18,1193,5.0,2009-09-03 14:28:12
1847,18,1197,5.0,2009-09-03 14:22:30
1848,18,1219,5.0,2009-09-03 14:31:20
6832,37,3100,5.0,2001-06-16 18:26:35
1851,18,1247,5.0,2009-09-03 14:33:26
1828,18,345,5.0,2009-09-02 17:00:38
6863,37,3959,5.0,2001-06-16 18:55:21
1812,17,5378,5.0,2002-07-21 23:35:15
6869,37,3996,5.0,2001-06-16 18:23:15
1813,17,5388,5.0,2002-07-21 23:34:26
1814,17,5418,5.0,2002-07-21 23:34:44
7296,43,527,5.0,1996-06-09 09:21:54
7297,43,529,5.0,1996-06-09 09:38:24
7307,43,581,5.0,1996-06-09 09:41:39
7311,43,588,5.0,1996-06-09 09:12:48
7312,43,589,5.0,1996-06-09 09:20:39
7315,43,593,5.0,1996-06-09 09:14:25
7317,43,595,5.0,1996-06-09 09:13:11
7319,43,608,5.0,1996-06-09 09:20:25
7326,43,720,5.0,1996-06-09 09:25:34
7328,43,733,5.0,1996-06-09 09:52:06
7329,43,745,5.0,1996-06-09 09:41:23
7330,44,293,5.0,2016-09-02 01:01:18
6886,37,4326,5.0,2001-07-06 20:43:32
7332,44,3000,5.0,2016-09-02 01:01:09
1816,17,5445,5.0,2002-07-21 23:34:44
1821,18,50,5.0,2009-09-03 14:19:14
6871,37,4014,5.0,2001-06-23 21:36:24
7155,42,1208,5.0,1997-02-11 06:16:14
6931,38,122912,5.0,2021-01-29 13:39:48
7630,47,1147,5.0,1999-10-01 17:04:20
7042,40,1233,5.0,1999-10-15 20:36:42
7044,40,1244,5.0,1999-10-15 20:47:40
7046,40,1247,5.0,1999-10-15 20:44:08
7047,40,1250,5.0,1999-10-15 20:37:32
6999,40,213,5.0,1999-10-15 20:50:37
6998,40,194,5.0,1999-10-15 20:49:55
7049,40,1273,5.0,1999-10-15 20:42:20
6996,40,110,5.0,1999-10-15 20:44:07
6995,40,17,5.0,1999-10-15 20:44:07
1720,16,168248,5.0,2018-01-27 00:47:20
7052,40,1287,5.0,1999-10-15 20:48:17
7053,40,1299,5.0,1999-10-15 20:48:17
6990,39,1411,5.0,1997-03-28 04:39:28
6988,39,1393,5.0,1997-03-28 04:36:21
6987,39,1367,5.0,1997-03-28 04:36:40
6986,39,1358,5.0,1997-03-28 04:40:49
6985,39,1357,5.0,1997-03-28 04:38:37
6980,39,1183,5.0,1997-03-28 04:37:04
6978,39,1073,5.0,1997-03-28 04:33:58
6976,39,1041,5.0,1997-03-28 04:38:55
7043,40,1242,5.0,1999-10-15 20:40:06
7041,40,1221,5.0,1999-10-15 20:38:29
6974,39,858,5.0,1997-03-28 04:37:24
1714,16,162606,5.0,2018-01-27 00:46:20
7019,40,912,5.0,1999-10-15 20:40:57
7020,40,919,5.0,1999-10-15 20:41:42
7014,40,858,5.0,1999-10-15 20:42:20
7022,40,923,5.0,1999-10-15 20:40:06
7023,40,946,5.0,1999-10-15 20:53:28
7024,40,953,5.0,1999-10-15 20:41:42
7025,40,971,5.0,1999-10-15 20:47:40
7026,40,994,5.0,1999-10-15 20:49:55
7011,40,608,5.0,1999-10-15 20:36:42
7009,40,562,5.0,1999-10-15 20:49:55
7029,40,1060,5.0,1999-10-15 20:45:41
7008,40,527,5.0,1999-10-15 20:40:06
7031,40,1094,5.0,1999-10-15 20:49:55
7032,40,1095,5.0,1999-10-15 20:49:55
7005,40,475,5.0,1999-10-15 20:50:37
7034,40,1179,5.0,1999-10-15 20:49:55
1708,16,157699,5.0,2018-01-27 00:46:21
7037,40,1196,5.0,1999-10-15 20:41:42
7001,40,296,5.0,1999-10-15 20:43:27
1736,17,50,5.0,2002-07-21 23:37:33
1738,17,260,5.0,2002-07-21 23:27:10
1778,17,2858,5.0,2002-07-21 23:49:18
7093,40,2731,5.0,1999-10-15 20:36:42
6953,39,260,5.0,1997-03-28 04:34:26
6952,39,141,5.0,1997-03-28 04:33:26
6949,39,107,5.0,1997-03-28 04:35:35
1762,17,1704,5.0,2002-07-21 23:42:18
1620,16,79132,5.0,2018-01-27 00:34:45
1764,17,1961,5.0,2002-07-21 23:27:26
6944,39,62,5.0,1997-03-28 04:33:26
1766,17,1997,5.0,2002-07-21 23:44:16
6943,39,58,5.0,1997-03-28 04:34:26
1768,17,2022,5.0,2002-07-21 23:53:17
1769,17,2028,5.0,2002-07-21 23:42:00
6942,39,36,5.0,1997-03-28 04:33:58
6934,38,122920,5.0,2021-01-29 13:40:51
7144,42,912,5.0,1997-02-11 06:18:48
1775,17,2571,5.0,2002-07-21 23:40:50
7146,42,924,5.0,1997-02-11 06:13:07
1776,17,2628,5.0,2002-07-21 23:26:37
7149,42,1101,5.0,1997-02-11 06:18:48
7150,42,1193,5.0,1997-02-11 06:16:14
7094,40,2858,5.0,1999-10-15 20:29:43
1756,17,1297,5.0,2002-07-21 23:29:30
7065,40,1719,5.0,1999-10-15 20:42:20
1755,17,1291,5.0,2002-07-21 23:41:49
7066,40,1721,5.0,1999-10-15 20:40:57
1739,17,296,5.0,2002-07-21 23:41:02
6972,39,830,5.0,1997-03-28 04:37:43
1742,17,527,5.0,2002-07-21 23:40:29
1743,17,593,5.0,2002-07-21 23:49:18
6971,39,805,5.0,1997-03-28 04:35:07
1746,17,924,5.0,2002-07-21 23:44:06
1640,16,91535,5.0,2018-01-27 00:46:57
6963,39,711,5.0,1997-03-28 04:36:03
7075,40,1945,5.0,1999-10-15 20:44:08
1748,17,1136,5.0,2002-07-21 23:44:27
1750,17,1196,5.0,2002-07-21 23:41:09
6959,39,647,5.0,1997-03-28 04:36:40
7079,40,1968,5.0,1999-10-15 20:46:22
1752,17,1198,5.0,2002-07-21 23:37:50
7081,40,2019,5.0,1999-10-15 20:53:28
7082,40,2065,5.0,1999-10-15 20:53:28
1753,17,1210,5.0,2002-07-21 23:41:49
6956,39,608,5.0,1997-03-28 04:33:58
1853,18,1259,5.0,2009-09-03 14:20:25
1854,18,1270,5.0,2009-09-02 17:11:46
6826,37,2916,5.0,2001-06-16 18:20:40
2056,20,1265,5.0,2019-03-21 12:06:25
2057,20,1270,5.0,2019-03-21 12:06:32
2058,20,1278,5.0,2019-03-21 13:56:37
2060,20,1291,5.0,2019-03-21 13:03:22
7566,46,89864,5.0,2015-10-04 06:46:42
7571,46,92439,5.0,2015-10-04 06:41:33
7572,46,96821,5.0,2015-10-04 06:38:53
2063,20,1387,5.0,2019-03-21 13:06:07
6527,35,148626,5.0,2016-03-01 15:33:28
2065,20,1617,5.0,2019-03-21 14:03:19
2071,20,2028,5.0,2019-03-21 13:03:43
7576,46,99007,5.0,2015-10-06 15:42:11
7582,46,102993,5.0,2015-10-04 06:39:00
6516,35,126426,5.0,2015-07-19 15:47:46
